label,statement
false,hard work much pay tax new york citi end get money im chri jacob think time someon albani make sure region get fair share
true,amaz fact : senat alreadi vote amend 2015 reid allow year last year
true,state suprem court candid joe donald twice support incumb justic rebecca bradley
true,one everi four student fail earn high school diploma major citi across america half kid dont graduat
false,36 state republican charg refu implement state ( health insur ) exchang
false,tweet sent wasnt say check sex tape take look background alicia machado
false,aphotograph 21-year-old hillari clinton featur confed battl flag background
true,texa lead nation percentag resid without health insur
false,administr congress systemat cut fund border secur sinc democrat took control
false,new colleg tuition reciproc agreement minnesota make colleg educ afford wisconsin resid
true,cori booker support late-term partial-birth abort oppo safeti regul
false,mitt romney first major parti candid presid unit state modern time relea least 12 year tax return
true,month juli alon eu export south korea increa 36 lot market share farmer servic provid suffer
true,"gov rick perri spent million dollar d.c. lobbyist ask feder money live luxuri hou cost taxpay 10,000 month"
true,"virginia lost 65,000 job ( tim ) kain put partisan ambit first serv dnc chairman last year governorship"
true,dnc mccain flip-flop whether iraq war would easi
true,ohio law give tax break rich peopl privat jet
true,zack space vote budget debt energi tax stimulu still lost 2.5 million job
false,paul ryan budget plan end medicar
true,everi ethic case result formal sanction investig subcommitt establish first
true,new hampshir third-highest properti tax countri
true,obama 's tax plan cut tax `` 95 work famili ``
false,colorado democraticcongress candid morgancarrol rack 11 billion new spend state legislatur
false,59 american today believ barack obama still muslim
false,carol shea-port want increa tax small busi job creator
false,peopl hopeless sixti popul 70 popul want live somewh els time left 70 want stay
true,bill delay start class labor day would permit school district shave 5 full week school year
false,whether unit state interven libya
true,99.97 kid live poverti attend cleveland public school
true,"john kitzhab creat 128,000 new job governor"
true,texa rank 49th nation support per-pupil invest educ state
false,despit keep distanc nation media interview local press along last three month
false,said keep ( plan ) hasnt chang sinc law pass
true,2006 berni sander vote hou hard-lin republican indefinit detent undocu immigr side republican stand vigil known minutemen take outpost along border hunt immigr
false,florida didnt offer special incent deutsch bank announc add 300 job florida
false,first famili go four-year colleg
true,gallup poll egypt last year 70 egyptian dont want money
true,truth matter administr fbi 's crime statist show violent crime reduc massachusett 7
false,scott maddox run `` lose campaign 3 florida 's 4 avail cabinet posit ``
true,american spend 6.1 billion hour year tax prepar
true,budget manag depart educ 60 million
false,first time ever energi independ
true,last year exxon pocket nearli 4.7 million everi hour
true,aarp `` largest resel insur countri `` `` vest interest see market resel supplement insur expand ``
false,medicar monthli premium go 104.20 2012 247.00 2014 due provi incorpor obamacar legisl purpo delay confu 2012 re-elect campaign
true,right 50 florida student leav high school read grade level
true,republican sen. john mccain vote presid cuyahoga counti 2008 gener elect seven state
false,marco rubio vote fund health clinic provid critic care public health emerg ( zika )
true,troubl leav pet car leav child car
false,sayspet kilmartin vote favor expand good behavior statut sex offend
true,let occupi atlanta protest stay woodruff park
true,put forward add penni debt
true,african american men prison jail probat parol enslav 1850
true,"first week governor tim kain propo nearli 4 billion tax increa 4 billion includ tax increa peopl earn littl 17,000 year"
true,lee fisher watch almost nine 10 job ohio lost lost state countri
true,everi presid rai debt ceil
false,limit labor negoti wage part privat sector
false,contracept plan cheaper easier sen. mark udal
true,state alway defin marriag
false,famili del vall citi austin resid drive bastrop go closest groceri store
true,john mccain `` oppo legisl fund leve flood control program consid pork ``
true,mitt romney pledg protect ( oil compani ) record profit billion special tax break
true,mark warner vote nearli 1 trillion new tax 7 trillion new debt
false,state govern spend increa 10.7 year
false,democrat first propo prohibit govern negoti price prescript drug medicar part noth provi law
true,fcc net neutral polici includ whati essenti massiv tax increa
true,typic white male worker countri make real term make 1973 averag worker make make 1996
false,unit nation arm treati would almost certainli forc u.s. creat intern gun registri set stage full-scal gun confisc
true,peopl die medic misadventur firearm accid nation florida
false,took offic let remind virtual intern pressur iran
true,minimum wage mostli entry-level wage young peopl
false,six studi verifi math add mitt romney tax plan
true,unit state weve 12 year row wage declin
true,charli crist six differ posit obamacar
true,last month alon apprehend extremist within border sent border region afghanistan pakistan commit new act terror
true,governor 've stood ... big oil compani
true,year best private-sector job growth sinc 1999
false,abort doctor fli state perform abort fli
true,speaker gingrich 20 year support feder individu mandat health insur
true,least 100 shoot year [ angel tavera ] mayor provid
true,mauric ferr kendrick meek vote 98.6 time democrat parti
true,weve creat job unit state everi advanc economi combin sinc came offic
false,one four inmat illeg immigr
true,wisconsin dead last incom growth among midwestern state gov scott walker term
false,"three-cents-per-ounc soda tax philadelphia would result loss 2,000 family-sustain teamster union job countless job beverag industri"
true,challeng administr suspend less 37 public offici 36 month
false,kendrick meek # 1 florida take tobacco cash oppo tax cigar would help pay children health care
false,feder reserv polici led 69 rise corn price 44 rise wheat price 15 spike sugar price last year
false,repeal wisconsin smoke ban
true,nineti texan say want nur home close poll higher anyth el
true,first time ever complet fund critic need wait list person uniqu abil get help need
true,paul ryan got start polit young staffer colleg work then-congressman john kasich budget committ
false,race top grant requir particip state adopt common core standard condit receiv feder fund
true,presid obama novemb last year wipe away ( program ) allow share fingerprint behind bar know legal illeg
